EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
185.2574200630188,-3.994232685322242,-8.081317547014788
180.13345003128052,-7.034909609198083,-8.084231205105816
195.0823929309845,-6.222464479624303,-8.038857933466682
180.23236441612244,-5.607967127921737,-8.100965101159442
201.28129506111145,-6.2263666659249175,-8.397341606185503
174.69987320899963,-5.449900889741715,-8.608015908815982
153.8115737438202,-5.760819168863798,-8.181306139713191
158.62220311164856,-4.719952405268516,-8.117623249036722
147.46022725105286,-6.650502134433351,-8.45645018013885
157.1883225440979,-6.046993157229435,-8.20124006807809
