EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
195.34028458595276,-2.6359345831401884,-4.146904423901448
199.4091649055481,-3.4391821818730226,-4.073692324904209
194.44344973564148,-3.4646607731207992,-4.248449378644601
187.9604136943817,-2.8099473436466647,-3.891247933603567
193.40651965141296,-3.1560992178761076,-4.226756016838705
193.44700384140015,-2.8071233880382622,-4.099728690065527
204.03022146224976,-3.128639480868311,-3.815156316532847
197.47163152694702,-3.602982097673068,-4.280064087789053
209.07764434814453,-4.079643775681038,-4.382314844495509
205.15318775177002,-2.8816985439235547,-4.102511736258107
