EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
270.1234276294708,-6.221979448134216,-8.081317547014788
252.92202997207642,-4.432518764326887,-8.084231205105816
257.94561195373535,-6.102461011529113,-8.038857933466682
196.31350350379944,-4.979497138990329,-8.100965101159442
248.5485532283783,-6.113722587934174,-8.397341606185503
264.1072006225586,-6.896358332728346,-8.608015908815982
259.5540554523468,-6.1625484583097005,-8.181306139713191
256.2139353752136,-5.051276921415392,-8.117623249036722
253.1575005054474,-6.399303246651696,-8.45645018013885
246.20398592948914,-6.210417968248726,-8.20124006807809
