EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
219.88913869857788,-5.6776410963604125,-8.081317547014788
438.86658549308777,-6.3194464122172995,-8.084231205105816
450.34956526756287,-7.080324909085538,-8.038857933466682
447.87488555908203,-6.374016374703066,-8.100965101159442
442.81027817726135,-5.806714707190958,-8.397341606185503
470.58132433891296,-5.939946578786921,-8.608015908815982
439.5065321922302,-5.928409048486031,-8.181306139713191
150.69143772125244,-6.443209940972777,-8.117623249036722
453.43147444725037,-6.171952520630864,-8.45645018013885
348.64583230018616,-6.378122671852935,-8.20124006807809
