EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
370.8441867828369,-5.961685403036614,-8.081317547014788
370.0856943130493,-6.506492176273877,-8.084231205105816
377.50411224365234,-5.824147286429465,-8.038857933466682
385.32382464408875,-6.630334888281301,-8.100965101159442
371.7211046218872,-6.5425712288998685,-8.397341606185503
375.9177885055542,-6.594934836938854,-8.608015908815982
382.02590823173523,-5.946001267629471,-8.181306139713191
385.8549818992615,-6.674174406240947,-8.117623249036722
314.220538854599,-6.462976914657577,-8.45645018013885
382.4306342601776,-6.564396804458063,-8.20124006807809
