EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
109.82204031944275,-1.1075680998497477,-1.2087092456273374
109.69673585891724,-0.8768255266226415,-1.2560507162065968
110.95947074890137,-0.9265254933744858,-1.4002023881201262
105.37406992912292,-0.7251303892190815,-1.0917049198420512
110.01165699958801,-0.619523103603977,-1.3565449117840864
111.4120786190033,-1.2112082177550052,-1.5336852242884305
104.10533165931702,-1.048835484640081,-1.1559143778329812
110.09679007530212,-0.6399507282173731,-1.0146691319223757
105.56677770614624,-0.6484785467837682,-0.9076543199604511
109.57455229759216,-1.1886915025356564,-1.4483948502266482
