EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
90.21643042564392,-2.065718332548503,-2.3244435317173626
95.62974548339844,-1.833353052226981,-2.4737302834428587
105.06370258331299,-1.827391882589824,-2.0219363496052436
116.32798719406128,-0.792689380992546,-1.5818481082272702
89.6016936302185,-1.2140271411921417,-2.083470937143418
47.46062970161438,-1.0138779130615927,-1.8128694410402169
95.33544993400574,-1.2682693411395862,-2.221471499714447
95.54074358940125,-1.8747442836214918,-2.485220977881464
89.90928173065186,-1.2742407325987068,-2.178717446311879
100.25123167037964,-1.7954767846481823,-2.4309287525335614
