EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
178.43444395065308,-1.8424222416069715,-2.3244435317173626
188.76155138015747,-2.0744090344160915,-2.4737302834428587
183.6331169605255,-1.4487088442809029,-2.0219363496052436
172.82270526885986,-1.3706770765714191,-1.5818481082272702
172.80260038375854,-1.3596913773181554,-2.083470937143418
199.04327535629272,-1.140346445350926,-1.8128694410402169
131.45745205879211,-1.3079350704533712,-2.221471499714447
136.39630556106567,-1.6194950264430084,-2.485220977881464
142.00510025024414,-1.7911876561615698,-2.178717446311879
172.97289109230042,-1.9181817406945998,-2.4309287525335614
