EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
270.76631140708923,-2.8696864594115232,-4.146904423901448
282.1870698928833,-3.5601149142438233,-4.073692324904209
270.9018955230713,-3.159100049519808,-4.248449378644601
281.5563848018646,-3.2237157676923163,-3.891247933603567
266.49433279037476,-2.8241298313238103,-4.226756016838705
278.09626507759094,-3.204614385625274,-4.099728690065527
277.1093156337738,-2.9328021965822417,-3.815156316532847
277.8471164703369,-3.1516044503315777,-4.280064087789053
272.22313380241394,-3.2684671766369333,-4.382314844495509
277.24311780929565,-3.1511246670742863,-4.102511736258107
