EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
63.69392490386963,-2.072517599212377,-2.3244435317173626
52.94255971908569,-1.2583562928540977,-2.4737302834428587
53.10634112358093,-1.6118374847002843,-2.0219363496052436
58.06308603286743,-0.9958922648602474,-1.5818481082272702
47.92468976974487,-1.1495648679733246,-2.083470937143418
47.82196235656738,-1.3015305736723504,-1.8128694410402169
53.045133113861084,-1.4753493220003686,-2.221471499714447
47.923529863357544,-1.906904002502878,-2.485220977881464
52.94174814224243,-1.5668966899843717,-2.178717446311879
48.02666735649109,-1.1432621854111822,-2.4309287525335614
