EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
310.0064375400543,-5.5264058045314375,-8.081317547014788
315.54444909095764,-5.862283974337281,-8.084231205105816
319.6499741077423,-6.595961105133479,-8.038857933466682
307.832932472229,-6.446093708736174,-8.100965101159442
37.363301038742065,-6.615784276665317,-8.397341606185503
309.78648495674133,-6.751868226650257,-8.608015908815982
310.1617999076843,-6.92159832511931,-8.181306139713191
167.49471259117126,-6.346083137894025,-8.117623249036722
310.1625304222107,-7.165806979690586,-8.45645018013885
314.7847032546997,-5.753930527684817,-8.20124006807809
