EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
73.79294872283936,-1.1238732104255758,-1.2087092456273374
67.79462552070618,-1.05441898608828,-1.2560507162065968
58.306617975234985,-1.368689255006848,-1.4002023881201262
61.68319630622864,-0.9268495565581558,-1.0917049198420512
58.027501344680786,-1.1729844921360786,-1.3565449117840864
83.95709204673767,-0.9950389278667161,-1.5336852242884305
68.41976594924927,-1.0009799906527246,-1.1559143778329812
62.82049345970154,-0.9093052644916535,-1.0146691319223757
68.5966968536377,-0.6325359533197451,-0.9076543199604511
57.85746145248413,-1.266606333000367,-1.4483948502266482
