EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
36.63087224960327,-0.43176109057209167,-2.3244435317173626
39.69329786300659,-0.7010250218592832,-2.4737302834428587
41.10906004905701,-0.839276853175143,-2.0219363496052436
35.35027766227722,-0.12437901507360805,-1.5818481082272702
39.55739998817444,-0.21188259210876725,-2.083470937143418
35.34879279136658,-0.3197058412412369,-1.8128694410402169
39.99005174636841,-0.818655642036387,-2.221471499714447
33.96539878845215,-0.6039937991351675,-2.485220977881464
29.20217728614807,-0.7214528910391896,-2.178717446311879
29.23254156112671,-0.14250413815291904,-2.4309287525335614
