EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
35.8134548664093,-1.4727756756171955,-2.3244435317173626
40.47268891334534,-0.2108401972308236,-2.4737302834428587
34.47214865684509,-0.42800890318497875,-2.0219363496052436
35.306440591812134,-0.14543535957593848,-1.5818481082272702
40.467599630355835,-0.2742177125570493,-2.083470937143418
39.962883710861206,-0.5965046956782968,-1.8128694410402169
34.869311809539795,-0.3130108750400101,-2.221471499714447
41.27273869514465,-0.42296583431898377,-2.485220977881464
33.821022510528564,-1.116433551258565,-2.178717446311879
34.07495641708374,-0.22909835011490806,-2.4309287525335614
