EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
34.04677891731262,-1.9397395303866094,-4.146904423901448
36.15377593040466,-1.4695617697234058,-4.073692324904209
34.355165004730225,-2.0904489973030613,-4.248449378644601
40.759798526763916,-2.213039322564488,-3.891247933603567
35.38078045845032,-1.4958916716752166,-4.226756016838705
35.44654417037964,-2.1683356364981683,-4.099728690065527
40.74850034713745,-2.0559902322465486,-3.815156316532847
35.12436485290527,-2.1312683548663456,-4.280064087789053
51.367475509643555,-1.3211405072897278,-4.382314844495509
46.9058837890625,-2.169595894542548,-4.102511736258107
