EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
51.34652066230774,-5.632813173603188,-8.081317547014788
50.91540455818176,-5.0457921509913,-8.084231205105816
39.04918456077576,-4.597402280247414,-8.038857933466682
43.620346546173096,-3.2076790345445434,-8.100965101159442
40.872742891311646,-4.1762675431488585,-8.397341606185503
52.28293251991272,-2.5851681150141,-8.608015908815982
47.641377210617065,-4.424365506054549,-8.181306139713191
39.55709719657898,-2.177857012017719,-8.117623249036722
57.40032124519348,-5.179979103315101,-8.45645018013885
39.2086763381958,-3.4277802500097994,-8.20124006807809
