EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
46.09917163848877,-0.14628197391519226,-8.081317547014788
36.12128186225891,-0.631962683529968,-8.084231205105816
45.71218752861023,-0.9741415643307589,-8.038857933466682
51.5951087474823,-0.12945070619033003,-8.100965101159442
36.39813685417175,-0.11864026881649181,-8.397341606185503
46.29201316833496,-0.5764645271882828,-8.608015908815982
55.67690849304199,-0.7102904899025057,-8.181306139713191
41.85407304763794,-0.9322957618227763,-8.117623249036722
44.85814332962036,-0.5249010109861937,-8.45645018013885
35.354777574539185,-1.2673448296374947,-8.20124006807809
