EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
45.69424891471863,-0.261788415717299,-2.3244435317173626
41.00986099243164,-0.03237130340410919,-2.4737302834428587
41.94354844093323,-0.1305513285979962,-2.0219363496052436
33.81845498085022,-0.08946503162984802,-1.5818481082272702
48.1573371887207,-0.005491498953602711,-2.083470937143418
35.71679735183716,-0.16269621153060673,-1.8128694410402169
35.34846329689026,-0.3454739017062055,-2.221471499714447
39.958863973617554,-0.13275613860175312,-2.485220977881464
45.0773663520813,-0.16846490719006468,-2.178717446311879
34.579615116119385,-0.0787509641344559,-2.4309287525335614
