EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
34.580846071243286,-0.18952886532694838,-0.5488135039273248
29.221046924591064,-0.17325181114946628,-0.7151893663724195
28.240300178527832,-0.0,-0.6027633760716439
36.06368398666382,-0.0,-0.5448831829968969
32.27344870567322,-0.21523742828786555,-0.4236547993389047
29.202507495880127,-0.1532729706160022,-0.6458941130666561
28.665118932724,-0.0,-0.4375872112626925
35.27896332740784,-0.05211379898640664,-0.8917730007820798
34.576210021972656,-0.1683658336650783,-0.9636627605010293
38.2070586681366,-0.04475790003471608,-0.3834415188257777
