PQC,AVG-RUNTIME,MAE,RMSE,NRMSE
RealAmplitudes,71.3376588344574,6.7395434377326096,6.749550996780465,11.900642702184337
EfficientSU2,135.40833678245545,7.076414717770186,7.0972831083926495,12.513755428993369
PauliTwoDesign,72.13023383617401,6.493294893516447,6.505201972784864,11.46981249872544
ExcitationPreserving,9.498968458175659,4.126682575303358,4.129961405125337,7.281846611671201
