PQC,AVG-RUNTIME,MAE,RMSE,NRMSE
RealAmplitudes,133.40031147003174,12.891080364874984,12.903841277086336,22.67180964857263
EfficientSU2,191.38644688129426,14.242013669826571,14.285621097911525,25.09957115007346
PauliTwoDesign,129.71544692516326,12.872884659425,12.884638212664724,22.63807022076293
ExcitationPreserving,11.612284183502197,8.226734893871505,8.228767280241875,14.457791398234841
