PQC,AVG-RUNTIME,MAE,RMSE,NRMSE
RealAmplitudes,22.40032923221588,3.1691917547137143,3.2287489504108033,3.57410440236793
EfficientSU2,37.46939933300018,3.3744435719463324,3.425729298161895,3.792154284501865
PauliTwoDesign,20.30883367061615,3.5324067588103403,3.5711815820848765,3.953164526018925
ExcitationPreserving,10.352986383438111,2.161463732761772,2.1796256395675995,2.412764111902042
