EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
191.9433250427246,-5.656757674815415,-8.081317547014788
453.37879157066345,-5.70034896202145,-8.084231205105816
450.05116081237793,-5.623003366078854,-8.038857933466682
453.6347951889038,-5.970734651575674,-8.100965101159442
483.0463583469391,-6.0395039987507255,-8.397341606185503
473.93613934516907,-5.662945821320025,-8.608015908815982
451.1968479156494,-5.766665923930028,-8.181306139713191
443.7300567626953,-5.706028960969828,-8.117623249036722
369.08830285072327,-5.474492148600724,-8.45645018013885
466.6600742340088,-5.727707319895817,-8.20124006807809
