EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
249.34252452850342,-5.042523941851688,-8.081317547014788
236.31932830810547,-6.254556152488104,-8.084231205105816
337.17045068740845,-6.388622440652578,-8.038857933466682
160.5193967819214,-3.6499412519977468,-8.100965101159442
251.57316184043884,-6.529146632022027,-8.397341606185503
322.5627808570862,-6.051399093542856,-8.608015908815982
340.48223328590393,-5.61814126069132,-8.181306139713191
262.1435549259186,-5.482913458941039,-8.117623249036722
315.64874362945557,-6.964067270884947,-8.45645018013885
92.16007971763611,-5.042144055473546,-8.20124006807809
