EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
92.85456395149231,-1.1992459352556808,-1.2087092456273374
64.86487007141113,-1.217686190137264,-1.2560507162065968
88.32167363166809,-1.1096552665887418,-1.4002023881201262
65.53764152526855,-0.9080744604052715,-1.0917049198420512
81.40862202644348,-0.8165056063151384,-1.3565449117840864
87.04179286956787,-1.296811663891068,-1.5336852242884305
92.84794092178345,-1.096984066554658,-1.1559143778329812
92.67294263839722,-0.7482087131793249,-1.0146691319223757
92.16016721725464,-0.8195596246244745,-0.9076543199604511
92.92864441871643,-1.262404340403923,-1.4483948502266482
