EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
45.825284004211426,-0.9256087785192928,-1.2087092456273374
85.5827567577362,-1.0870106211272583,-1.2560507162065968
56.83317303657532,-0.6283316102877572,-1.4002023881201262
61.18093252182007,-0.6449632269697188,-1.0917049198420512
55.027342319488525,-1.0616662056996202,-1.3565449117840864
55.80384969711304,-1.3677643756744235,-1.5336852242884305
51.19606137275696,-0.5848127455862446,-1.1559143778329812
71.92960166931152,-0.933941136696276,-1.0146691319223757
66.32211589813232,-0.17270952462618838,-0.9076543199604511
17.538889408111572,-1.1745769613086896,-1.4483948502266482
