EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
38.65618848800659,-0.49126064160036337,-0.5488135039273248
43.52272891998291,-0.20272681696619105,-0.7151893663724195
27.649921417236328,-0.5603091513388352,-0.6027633760716439
33.53866910934448,-0.4593614726586322,-0.5448831829968969
37.599873304367065,-0.3800467447812339,-0.4236547993389047
27.6493079662323,-0.5626000284207999,-0.6458941130666561
38.91709351539612,-0.17962504335869128,-0.4375872112626925
28.162030458450317,-0.8880277587315367,-0.8917730007820798
27.90449285507202,-0.8680246951613872,-0.9636627605010293
22.273207187652588,-0.38323319700024205,-0.3834415188257777
