EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
10.661643266677856,-0.5211952861853345,-0.5488135039273248
15.796918392181396,-0.7034528775331168,-0.7151893663724195
17.671947717666626,-0.601122777671015,-0.6027633760716439
15.8151535987854,-0.5448773207642356,-0.5448831829968969
15.820212364196777,-0.13575993797735703,-0.4236547993389047
10.601245403289795,-0.6091403928314625,-0.6458941130666561
10.632375478744507,-0.4100531815371259,-0.4375872112626925
21.333407402038574,-0.5033975329392215,-0.8917730007820798
15.82439374923706,-0.9634600951864586,-0.9636627605010293
10.89410662651062,-0.05411735512676394,-0.3834415188257777
