EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
31.695438861846924,-0.5483946326050417,-0.5488135039273248
21.297731399536133,-0.6944604622863625,-0.7151893663724195
21.128597021102905,-0.0966518937420745,-0.6027633760716439
15.854790687561035,-0.5442716769741935,-0.5448831829968969
16.072131872177124,-0.4229085955897771,-0.4236547993389047
15.939634084701538,-0.6456075452269755,-0.6458941130666561
15.739765405654907,-0.4181898195571875,-0.4375872112626925
20.96280264854431,-0.6736379830925668,-0.8917730007820798
15.98479413986206,-0.27315882093735844,-0.9636627605010293
10.679614782333374,-0.38075516042480484,-0.3834415188257777
