EfficientSU2-RT,EfficientSU2-EIG,Classic-EIG
41.95462369918823,-2.0021283445744436,-2.3244435317173626
42.34821105003357,-1.4026456054656142,-2.4737302834428587
41.757018089294434,-1.3580015429623398,-2.0219363496052436
36.591713190078735,-1.196447633928552,-1.5818481082272702
47.18481469154358,-1.37043423669823,-2.083470937143418
36.750205278396606,-1.4303478251090922,-1.8128694410402169
36.68145489692688,-1.656882765552444,-2.221471499714447
37.435001611709595,-1.7543108930368765,-2.485220977881464
42.1884765625,-1.4451541742126952,-2.178717446311879
36.41248846054077,-2.1574746075272904,-2.4309287525335614
