PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,-0.004876593399967532,2.499918222869991,6.401906421091565,2.53019888963132,2.8008355958264133
EfficientSU2,0.0002728306004428305,2.503071486451379,6.514725158930203,2.5523959643695964,2.825406927868711
PauliTwoDesign,-5.0664800801314415e-05,3.041624900551978,9.407071392120946,3.067094943447455,3.395159459041008
ExcitationPreserving,-6.80441975418944e-05,2.161463732761772,4.750767928660467,2.1796256395675995,2.412764111902042
