PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,-0.016140439501032233,9.06259331054243,82.2225335648043,9.06766417357879,15.93171767120338
EfficientSU2,3.1040199246490374e-05,9.491418940053315,90.45990542315567,9.511041237590954,16.71072294428254
PauliTwoDesign,-6.31092996627558e-05,8.82027063744027,78.33769050843144,8.850858179206773,15.550793562674532
ExcitationPreserving,-0.00015031740040285512,8.226734893871505,67.71261095237926,8.228767280241875,14.457791398234841
