RealAmplitudes-RT,RealAmplitudes-EIG,EfficientSU2-RT,EfficientSU2-EIG,PauliTwoDesign-RT,PauliTwoDesign-EIG,ExcitationPreserving-RT,ExcitationPreserving-EIG,Classic-EIG
-0.0002735329981078394,0.7153996391394205,-0.00020229399524396285,1.0794292219976118,-0.00030904400045983493,1.2086103932227157,-2.4267996195703745e-05,0.0,-4.146904423901448
-0.015985954996722285,0.5742272166512317,-0.00039740800275467336,1.7183509684412202,2.581500302767381e-05,0.07450460716373845,-0.00011021899990737438,0.0,-4.073692324904209
-0.015788502991199493,1.1226719983411264,5.534999945666641e-05,1.7081672279217162,-5.3993004257790744e-05,1.0545175098040236,4.8018999223131686e-05,0.0,-4.248449378644601
-0.01587658100470435,0.7234839305969857,5.384500400396064e-05,1.5541576989688413,1.669499761192128e-05,0.9238924442386565,-1.8171995179727674e-05,0.0,-3.891247933603567
-0.01604728699021507,0.6273127797883515,-7.61479968787171e-05,0.9488755974325471,0.0003966880030930042,0.36211051224505864,-0.0001254779999726452,0.0,-4.226756016838705
-0.00014305800141301006,0.5032942894703649,7.403599011013284e-05,1.2290111071721481,-0.0008845999982440844,0.04720997958332123,-2.227300137747079e-05,0.0,-4.099728690065527
-0.016073806000349578,0.8365833188905698,3.6064004234503955e-05,1.6322752914498433,0.0001519920042483136,1.6442313154129544,4.639005055651069e-06,0.0,-3.815156316532847
5.21080000908114e-05,0.7200206014855117,1.6276004316750914e-05,1.3411707403106035,6.967499939491972e-05,0.09558430773888738,4.868499672738835e-05,0.0,-4.280064087789053
-0.016367111005820334,0.8393521540854288,0.0002467769954819232,0.6081062774434137,0.0001512910021119751,0.75926718512004,-6.001499423291534e-05,0.0,-4.382314844495509
-0.01589827600400895,1.2059144396803188,-0.0003192910007783212,0.5679966932155202,-2.3353997676167637e-05,0.9044902463910652,-0.00016192999464692548,0.0,-4.102511736258107
