RealAmplitudes-RT,RealAmplitudes-EIG,EfficientSU2-RT,EfficientSU2-EIG,PauliTwoDesign-RT,PauliTwoDesign-EIG,ExcitationPreserving-RT,ExcitationPreserving-EIG,Classic-EIG
-0.015367376996437088,1.3102768123995794,1.3978002243675292e-05,3.111062801592893,1.7152007785625756e-05,0.0,-1.4730001566931605e-05,0.0,-8.081317547014788
-0.016597729998466093,0.7226232781968398,3.225999535061419e-06,3.8864047811829066,-0.0004680639976868406,0.11709834990345881,-8.130000060191378e-05,0.0,-8.084231205105816
-0.014974926991271786,3.2644630192684394,-6.339499668683857e-05,2.2752338810352097,-9.508499351795763e-05,0.4206178885854407,-7.300599827431142e-05,0.0,-8.038857933466682
-0.015928111999528483,2.4533583780756976,0.00012906699703307822,1.3834574499743493,-5.588999920291826e-05,0.21428536755965533,-4.83290059491992e-05,0.0,-8.100965101159442
-0.01583439300156897,1.8406623597579994,9.662999946158379e-05,0.7556405816163531,-2.226099604740739e-05,0.07451544254995296,-0.00016683799913153052,0.0,-8.397341606185503
-0.01597775200207252,3.0265121894914584,-3.6418998206499964e-05,1.140170787084801,0.0008052620032685809,0.23234276187409816,0.00014216999989002943,0.0,-8.608015908815982
-0.01579175700317137,2.623541497891608,4.971899761585519e-05,2.168369710428781,-5.145699833519757e-05,0.0,4.579799860948697e-05,0.0,-8.181306139713191
-0.014669560994661879,1.232097387012811,0.00028828899667132646,3.0800249822377537,-0.00025762300356291234,0.8575682711853111,-9.69500033534132e-05,0.0,-8.117623249036722
-0.01606755599641474,1.9986588316512475,9.280399535782635e-05,4.831099890154596,-0.00010209899483015761,0.0,0.00036690499837277457,0.0,-8.45645018013885
-0.016510702000232413,3.465811077362135,-8.284994692075998e-06,2.60591542212078,0.00010853599815163761,0.0,-3.802199353231117e-05,0.0,-8.20124006807809
