RealAmplitudes-RT,RealAmplitudes-EIG,EfficientSU2-RT,EfficientSU2-EIG,PauliTwoDesign-RT,PauliTwoDesign-EIG,ExcitationPreserving-RT,ExcitationPreserving-EIG,Classic-EIG
6.090600072639063e-05,0.12287087149152992,1.5329969755839556e-06,0.2556133319076508,-6.930000381544232e-06,0.35313797563095706,0.0002344939966860693,0.11812333697174297,-1.2087092456273374
-0.014476860997092444,0.1509356377062618,-2.8194001060910523e-05,0.058255670227041825,-0.000294406996545149,0.11472190604960184,0.00025268199897254817,0.08340941890089609,-1.2560507162065968
0.011118107999209315,0.11675122874487234,0.0001304460020037368,0.5457650406839158,-6.707999637001194e-05,0.15799420613270101,-6.194799789227545e-05,0.2037114614664544,-1.4002023881201262
-6.158899850561284e-05,0.16343472907343606,-0.0008463879967166577,0.013124999213542796,-0.00026633599918568507,0.1430703677858339,8.378399797948077e-05,0.1518944449269498,-1.0917049198420512
0.000961828998697456,0.08574373796425401,-7.42759984859731e-05,0.059834048804435186,6.395100353984162e-05,0.5529350447335951,-5.967001925455406e-06,0.004527141013869395,-1.3565449117840864
6.902599852764979e-05,0.15850815433247423,0.0006232989981072024,0.6433153800325706,2.8127997211413458e-05,0.22471445674829885,0.0011949200015806127,0.18268280289341346,-1.5336852242884305
-0.00022216599973035045,0.6120120063313289,9.270006557926536e-07,0.03733748394571656,-0.0002624320004542824,0.15472831393347056,5.48229982086923e-05,0.018053873776883656,-1.1559143778329812
-5.3059993661008775e-06,0.14946330006999087,8.372300362680107e-05,0.1007233804018421,-4.799300222657621e-05,0.37666582557097616,-7.171600009314716e-05,0.0882380344943256,-1.0146691319223757
8.470600369037129e-05,0.1898693792236418,-0.0010372609976911917,0.055747981548383965,-0.0002652969960763585,0.15136236145459306,0.00018776700017042458,0.08032114336517812,-0.9076543199604511
5.102499562781304e-05,0.0,-5.723599679186009e-05,0.4904726915070952,-0.00022154199905344285,0.05120425139218571,0.00011751499914680608,0.12038388681661524,-1.4483948502266482
