PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,0.0006111050992331002,0.703105598088087,0.5513392458877233,0.7425222191205616,1.279722570957079
EfficientSU2,0.0005643308999424334,0.7366188938485101,0.6102193432394133,0.7811653750899442,1.3463232970142802
PauliTwoDesign,0.0007147499010898173,0.6993759813908772,0.5298773019009081,0.7279267146498389,1.254567503506288
ExcitationPreserving,0.0008387304005736951,0.7609723657803443,0.6494122121309301,0.8058611618206514,1.3888860040592756
