PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,-0.0023679170000832526,1.4273036418435612,2.081972015245566,1.442904021494696,2.3048447153636915
EfficientSU2,-0.00012106509893783368,1.424959129961596,2.094488358709196,1.4472347282694662,2.311762435790639
PauliTwoDesign,-1.1247301881667226e-05,1.4757729862083546,2.258891425528764,1.5029608862271713,2.4007774629601446
ExcitationPreserving,6.820000271545723e-06,1.2373530085811084,1.5670807769603763,1.2518309698039813,1.9996312660439262
