PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,0.0004150287015363574,0.6468266306684308,0.4524601363748063,0.6726515713018192,1.1593018714028753
EfficientSU2,0.0002106997009832412,0.6670508223784251,0.4870705389405064,0.697904390973797,1.2028246138641239
PauliTwoDesign,0.0003327473015815485,0.6534097129815525,0.4625372023976332,0.6801008766334838,1.172140603935584
ExcitationPreserving,0.00027015749947167933,0.6157662833145425,0.4131991023528755,0.6428056489739924,1.1078630060458372
