PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,-0.004877541200403357,2.5561404375609778,6.676103726001988,2.583815729885161,2.8601874338712787
EfficientSU2,-1.4348001423059032e-05,2.7740868003740227,7.8900296105664465,2.8089196518530835,3.1093690614467127
PauliTwoDesign,-4.9920697347261014e-05,2.4797865315759418,6.2732892365472335,2.5046535162667176,2.772557822359095
ExcitationPreserving,-0.0010827007012267132,2.161463732761772,4.750767928660467,2.1796256395675995,2.412764111902042
