PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,-0.0015887884008407127,1.4170027772181968,2.0642547325815763,1.4367514512195825,2.295016813525973
EfficientSU2,-0.0002320183986739721,1.4772498626251056,2.251033086684236,1.5003443227087028,2.396597855371479
PauliTwoDesign,3.9131500670919195e-05,1.3390214128353244,1.8552162877466625,1.3620632466029845,2.175712472318133
ExcitationPreserving,5.0220001139678064e-05,1.2373530085811084,1.5670807769603763,1.2518309698039813,1.9996312660439262
