PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,-0.0005510172988579143,0.7063676164413065,0.563329887390387,0.7505530543475172,1.293563558928785
EfficientSU2,0.0001973907998035429,0.6955882434624,0.5409906321280783,0.7355206537739633,1.2676555095610105
PauliTwoDesign,6.706520034640561e-05,0.667267449038835,0.4947044280257513,0.7033522787520855,1.2122139422564437
ExcitationPreserving,0.00013700249983230605,0.6198011499273398,0.4185740970231361,0.6469730265035291,1.1150453999849221
