PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,-0.01733155489891942,8.591905991251716,74.02858566376086,8.603986614573552,15.11704480516707
EfficientSU2,-1.093401078833267e-06,9.101534879470973,83.19147259768735,9.120935949653816,16.025315193125714
PauliTwoDesign,8.724919935048092e-05,10.034470430547229,101.5442646875333,10.076917419902443,17.704956894820093
ExcitationPreserving,8.203000470530242e-06,8.226734893871505,67.71261095237926,8.228767280241875,14.457791398234841
