PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,0.000252642100531375,0.6456508367673078,0.45454418975725963,0.6741989244705598,1.1619687044272455
EfficientSU2,0.0005144759998074733,0.6614581883353562,0.4721196909748434,0.6871096644458171,1.1842201131105619
PauliTwoDesign,0.0003182741002092371,0.6431878744179554,0.4551678175850399,0.6746612613638343,1.1627655330506508
ExcitationPreserving,0.00043494249948707877,0.6229676180705299,0.42225637340206534,0.6498125679009797,1.1199392942333508
