PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,-0.00024203219982155133,1.4123119130748873,2.0356128933718676,1.426749064612228,2.2790393489340426
EfficientSU2,-0.00012034269893774762,1.463372009408328,2.2979843064845817,1.5159103886722927,2.421462547922559
PauliTwoDesign,-0.0001339937989541795,1.4654064795243298,2.203302513088505,1.484352556870673,2.371053164642199
ExcitationPreserving,0.00019863539928337558,1.3424875630437414,1.850392142583176,1.3602911977158332,2.1728818630384623
