PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,-0.0049272191005002245,2.518256942650581,6.494220839278325,2.5483761180952715,2.8209571082987877
EfficientSU2,-0.0001169210001535248,2.628456541657351,7.216333095357696,2.6863233415502488,2.97365952840554
PauliTwoDesign,0.00027383170163375326,3.048517263791171,9.449400600095167,3.0739877358400713,3.402789522577513
ExcitationPreserving,2.686160078155808e-05,2.161463732761772,4.750767928660467,2.1796256395675995,2.412764111902042
