PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,-0.013048290400911355,4.590956645506901,21.28119159918053,4.613154192001447,8.133800277274764
EfficientSU2,0.0001119768974604085,5.391912400881987,29.627172650599313,5.44308484690431,9.597113643793515
PauliTwoDesign,-0.00013072999863652512,4.55735024092436,20.946002428868766,4.576680284755399,8.069490378987473
ExcitationPreserving,6.96880990290083e-05,4.126682575303358,17.05658120782484,4.129961405125337,7.281846611671201
