PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,-0.01572385630024655,9.11444581644159,83.4797867627495,9.136727355172065,16.053060399557296
EfficientSU2,-1.050850041792728e-05,8.920570493592923,80.07512545554994,8.94847056516084,15.722296713261432
PauliTwoDesign,0.0003479597002296941,9.940214100579226,99.57824486019058,9.978889961322881,17.5327244693333
ExcitationPreserving,-8.834320033201948e-05,8.226734893871505,67.71261095237926,8.228767280241875,14.457791398234841
