PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,-0.0015300292005122173,1.4771058368891166,2.333335877176187,1.5275260643197508,2.4400170243344337
EfficientSU2,-0.0002192815998569131,1.41776150797555,2.1130759616734847,1.4536423087106005,2.321997682001068
PauliTwoDesign,1.77194997377228e-05,1.5364220858779114,2.520460998495705,1.587595980876654,2.535970620461427
ExcitationPreserving,8.562279945181217e-05,1.2880570309030774,1.6972744233855672,1.302794850843972,2.081039197645479
