PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,-0.0012639298001886345,1.4829507680407585,2.3582254253150596,1.5356514660934817,2.4529962586143346
EfficientSU2,0.00034092100031557493,1.4190786446342698,2.094598342853423,1.4472727258030613,2.3118231317296614
PauliTwoDesign,0.00034185730182798577,1.51982005667872,2.389472087583644,1.5457917348671664,2.4691939713847124
ExcitationPreserving,0.0007978849003848154,1.2373530085811084,1.5670807769603763,1.2518309698039813,1.9996312660439262
