PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,-0.0007348484032263514,0.7867292234912614,0.6791829908568243,0.8241255916769145,1.420364392895108
EfficientSU2,-0.0001244953011337202,0.6363747173692513,0.44023319000301964,0.6635007083666299,1.1435305375082936
PauliTwoDesign,0.0005680113979906309,0.7920592139642753,0.6904755509766438,0.8309485850379936,1.4321236889549687
ExcitationPreserving,0.0009327942003437784,0.6157662833145425,0.4131991023528755,0.6428056489739924,1.1078630060458372
