PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,-0.012890520801011007,5.049472427336849,25.72139787895157,5.071626748781062,8.942167839738353
EfficientSU2,4.278199776308611e-06,5.547590533994269,31.148972847841186,5.581126485561959,9.840505273914145
PauliTwoDesign,4.719209755421616e-05,4.488310776494132,20.28782094810213,4.504200367224146,7.941695566853352
ExcitationPreserving,0.00024583679987699725,4.126682575303358,17.05658120782484,4.129961405125337,7.281846611671201
