PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,-0.00987349520000862,4.679738323122773,22.149422500698403,4.706317297069802,8.298063178166007
EfficientSU2,9.201499924529343e-05,4.900323629262603,24.836703299715484,4.983643576713275,8.78703806961246
PauliTwoDesign,0.0007330790009291377,4.359793818847238,19.097048812074927,4.370017026520026,7.705106793012409
ExcitationPreserving,-0.000879472699307371,4.126682575303358,17.05658120782484,4.129961405125337,7.281846611671201
