PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,-0.008088861100986833,5.62305991145343,31.956315963034825,5.652991771003636,9.9672163818293
EfficientSU2,-0.00020085149953956715,6.005014467058546,36.571811867419584,6.047463258873061,10.6627388299999
PauliTwoDesign,-0.00013318300261744298,4.565371475136477,21.059390842983337,4.589051192020344,8.091302459129128
ExcitationPreserving,4.673150178859942e-05,4.126682575303358,17.05658120782484,4.129961405125337,7.281846611671201
