PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,-0.0031110339004953858,1.452775134211746,2.161000937249733,1.4700343319969547,2.3481817300616834
EfficientSU2,1.5677499686717055e-05,1.425743784541748,2.116166050843515,1.4547047985222001,2.3236948662842307
PauliTwoDesign,-0.00018009610066656024,1.504126648647859,2.3513744409159836,1.5334191993437358,2.4494305133223473
ExcitationPreserving,-1.8296599591849372e-05,1.275666213896076,1.6625171095697915,1.2893863306122768,2.0596208936304583
