PQC,AVG-RUNTIME,MAE,MSE,RMSE,NRMSE
RealAmplitudes,2.3701999816694296e-05,0.7453513819902813,0.6014463965753112,0.7755297522179991,1.3366104108474905
EfficientSU2,0.00018393530081084464,0.729744120321336,0.5817352537765659,0.7627157096694455,1.3145256582942126
PauliTwoDesign,3.937060064345133e-05,0.7721633426486384,0.6585553817868425,0.811514252362115,1.39862899541399
ExcitationPreserving,-0.0001220914000441553,0.7317023850735926,0.58859647410503,0.7672004132591627,1.3222549575125049
