PQC,AVG-RUNTIME,MAE,RMSE,NRMSE
RealAmplitudes,105.74574122428893,1.9479162786391142,2.0924163529202238,3.6892971713509604
EfficientSU2,146.53598325252534,1.3103463982283245,1.4244888391832922,2.511623768226352
PauliTwoDesign,63.83524103164673,1.4797585006372818,1.5722107499657207,2.7720834166302524
ExcitationPreserving,10.39523401260376,4.126682575303358,4.129961405125337,7.281846611671201
