PQC,AVG-RUNTIME,MAE,RMSE,NRMSE
RealAmplitudes,46.95839862823486,0.41259871600698145,0.49275590707879163,0.7871111532548806
EfficientSU2,107.63053414821624,0.32857357846604024,0.3761349970790236,0.6008249664332312
PauliTwoDesign,45.13932712078095,0.4412327684394726,0.5197207670354324,0.8301838830038799
ExcitationPreserving,9.289092969894408,1.2373530085811084,1.2518309698039813,1.9996312660439262
