RealAmplitudes-RT,RealAmplitudes-EIG,EfficientSU2-RT,EfficientSU2-EIG,PauliTwoDesign-RT,PauliTwoDesign-EIG,ExcitationPreserving-RT,ExcitationPreserving-EIG,Classic-EIG
52.93956017494202,-1.9860660118404907,280.0585572719574,-3.3114393770065176,162.81351923942566,-2.8010183849867003,10.855363368988037,-0.0,-4.146904423901448
158.25925612449646,-2.5040203910311725,284.7710554599762,-3.1910690398149453,163.6342694759369,-3.0058532007281586,10.85551381111145,-0.0,-4.073692324904209
163.43654942512512,-2.020167617182113,274.4500229358673,-3.2105508339022073,163.5406436920166,-3.0490801955576927,11.055451393127441,-0.0,-4.248449378644601
162.72097158432007,-1.7190912993071414,274.8498659133911,-3.1726432383995777,158.35864424705505,-2.9375142188509313,16.28351902961731,-0.0,-3.891247933603567
167.84099054336548,-3.1726950312993374,215.923442363739,-3.260554674972527,158.9259123802185,-2.7122038045128454,10.753702163696289,-0.0,-4.226756016838705
131.27355813980103,-2.114144652682802,310.6861846446991,-3.1158862718757887,163.35740399360657,-2.475386230186209,10.757453918457031,-0.0,-4.099728690065527
158.1082751750946,-2.638094017419851,279.3505389690399,-2.6545723530839895,168.96201753616333,-2.537463796558779,11.16225790977478,-0.0,-3.815156316532847
157.90393686294556,-2.506624546143304,291.1779131889343,-2.523662061521674,153.4992537498474,-2.780247182164886,10.855677604675293,-0.0,-4.280064087789053
159.84732007980347,-2.1823471082465042,275.35827016830444,-2.8222857392726373,164.8805718421936,-2.718358489141637,11.061727523803711,-0.0,-4.382314844495509
158.7725076675415,-2.570490084608943,137.32738065719604,-2.82047199224771,153.30180096626282,-2.831933149668665,11.05988597869873,-0.0,-4.102511736258107
