RealAmplitudes-RT,RealAmplitudes-EIG,EfficientSU2-RT,EfficientSU2-EIG,ExcitationPreserving-RT,ExcitationPreserving-EIG,Classic-EIG
47.208099365234375,-2.5973353925687106,95.44606351852417,-2.391981382212042,16.385306119918823,-0.0,-4.146904423901448
37.37658143043518,-3.066079361472902,106.08868026733398,-3.0884348983285417,11.06074857711792,-0.0,-4.073692324904209
42.39508843421936,-2.049927168632686,100.7639091014862,-3.2510665393517133,11.161542415618896,-0.0,-4.248449378644601
42.80419135093689,-2.7199065775352924,26.43483281135559,-1.7711265124119133,16.48757266998291,-0.0,-3.891247933603567
42.39509677886963,-2.071573737358224,116.12350130081177,-1.8609153797820455,5.530779600143433,-0.0,-4.226756016838705
43.00881886482239,-2.1591462064689426,100.3535315990448,-2.0148543086549053,5.63421106338501,-0.0,-4.099728690065527
42.584816694259644,-1.971098120441308,110.90168118476868,-2.2141949861667496,16.28290343284607,-0.0,-3.815156316532847
37.193134784698486,-2.230635564799629,105.43825435638428,-2.6994517259553183,5.814311742782593,-0.0,-4.280064087789053
47.92472219467163,-2.724565774746676,100.56487488746643,-2.941934925481586,16.07793402671814,-0.0,-4.382314844495509
37.3379225730896,-1.8474239119084128,105.72601509094238,-2.8539566023739447,10.957958698272705,-0.0,-4.102511736258107
