PQC,AVG-RUNTIME,MAE,RMSE,NRMSE
RealAmplitudes,175.3417892932892,3.8377109980843924,3.973454863263695,6.98128645359863
EfficientSU2,335.6741288661957,2.565315409863188,2.6572187917085714,4.668684103175041
ExcitationPreserving,13.067777681350709,8.226734893871505,8.228767280241875,14.457791398234841
