RealAmplitudes-RT,RealAmplitudes-EIG,EfficientSU2-RT,EfficientSU2-EIG,ExcitationPreserving-RT,ExcitationPreserving-EIG,Classic-EIG
237.0722303390503,-2.319162591938204,227.53824877738953,-5.677978592042241,10.855608224868774,-0.0,-8.081317547014788
226.65881061553955,-4.575174300198974,380.63268542289734,-5.94044499061528,16.284417867660522,-0.0,-8.084231205105816
232.24805855751038,-5.226194485239531,185.7581388950348,-4.767288445546667,16.38538408279419,-0.0,-8.038857933466682
231.42923593521118,-4.890606398005822,380.3196802139282,-5.622346205087941,11.061294555664062,-0.0,-8.100965101159442
248.4255633354187,-5.00575770021252,389.32018399238586,-5.792248268458436,11.06012511253357,-0.0,-8.397341606185503
231.488867521286,-5.065113068445989,391.8865840435028,-6.108084846165649,16.283096313476562,-0.0,-8.608015908815982
227.32910346984863,-5.669106968822428,386.1533191204071,-6.178877702473322,10.855774402618408,-0.0,-8.181306139713191
232.8608467578888,-5.3920022326362975,379.7471287250519,-5.631811501846191,10.919129610061646,-0.0,-8.117623249036722
226.8135905265808,-5.353428895233234,389.0641222000122,-6.872467505349211,16.49448561668396,-0.0,-8.45645018013885
178.86057543754578,-5.321774609057417,389.73040223121643,-6.30062361678665,16.180803537368774,-0.0,-8.20124006807809
