RealAmplitudes-RT,RealAmplitudes-EIG,EfficientSU2-RT,EfficientSU2-EIG,ExcitationPreserving-RT,ExcitationPreserving-EIG,Classic-EIG
66.76597285270691,-2.9278357641820243,157.9030990600586,-3.313155033050808,11.67527174949646,-0.0,-4.146904423901448
77.2121479511261,-2.3986543403860345,168.96351170539856,-2.7010217295182626,5.940453767776489,-0.0,-4.073692324904209
81.92188811302185,-2.4721523458736194,163.32404923439026,-2.8840163057397277,11.367258787155151,-0.0,-4.248449378644601
82.02363467216492,-2.9714803583426725,216.55778884887695,-2.7004227642456984,12.06417727470398,-0.0,-3.891247933603567
112.43642210960388,-2.638059262667635,216.67740607261658,-3.020043503002597,10.772363424301147,-0.0,-4.226756016838705
105.88438677787781,-2.694707445235228,190.20972204208374,-3.1888871270323813,6.126155614852905,-0.0,-4.099728690065527
121.65268516540527,-1.4426870205300362,195.21001720428467,-2.7527957695357954,10.856357097625732,-0.0,-3.815156316532847
95.22358965873718,-3.30220823478709,201.1118185520172,-3.178029920612097,16.28288722038269,-0.0,-4.280064087789053
95.03146004676819,-1.8401834728164466,202.45107674598694,-3.4071985581942954,16.0776686668396,-0.0,-4.382314844495509
105.06566500663757,-1.7064964825397608,37.224087953567505,-2.454715389413128,15.976296186447144,-0.0,-4.102511736258107
