RealAmplitudes-RT,RealAmplitudes-EIG,EfficientSU2-RT,EfficientSU2-EIG,ExcitationPreserving-RT,ExcitationPreserving-EIG,Classic-EIG
264.5353293418884,-4.9321014227752125,447.19371008872986,-6.28693099615386,10.850518465042114,-0.0,-8.081317547014788
251.9791133403778,-4.614383111704866,447.1897642612457,-6.209696272170487,10.855319023132324,-0.0,-8.084231205105816
259.9937255382538,-5.392080333455631,242.3853714466095,-5.483198665103899,5.763246297836304,-0.0,-8.038857933466682
258.1550347805023,-4.427285739036724,448.053293466568,-6.7887759676374655,15.977858781814575,-0.0,-8.100965101159442
269.4175055027008,-4.360039641767017,449.3908154964447,-5.321718946043629,15.97523283958435,-0.0,-8.397341606185503
258.6660740375519,-5.4127973329486725,436.9075288772583,-6.6967675735231165,10.853574752807617,-0.0,-8.608015908815982
253.2331783771515,-3.9168176516551307,454.1162323951721,-6.722660761364573,11.161213397979736,-0.0,-8.181306139713191
262.4466106891632,-5.290334389882245,443.23580050468445,-7.1272578456145546,11.060318231582642,-0.0,-8.117623249036722
258.49568247795105,-4.582802724910208,444.00659012794495,-7.041425371036924,10.85517430305481,-0.0,-8.45645018013885
260.0217275619507,-4.540275197475621,447.38737750053406,-6.570885839189836,11.36061692237854,-0.0,-8.20124006807809
