RealAmplitudes-RT,RealAmplitudes-EIG,EfficientSU2-RT,EfficientSU2-EIG,ExcitationPreserving-RT,ExcitationPreserving-EIG,Classic-EIG
94.68765449523926,-1.8183354826529696,73.71785044670105,-1.403421817167414,10.840965986251831,-0.0,-2.3244435317173626
95.33335185050964,-1.9374606530618372,179.7698633670807,-1.826437818241181,16.383143424987793,-0.0,-2.4737302834428587
95.03181862831116,-1.3949754281364724,167.93640518188477,-1.403173272111236,5.8382933139801025,-0.0,-2.0219363496052436
94.20789909362793,-0.7563521664047241,173.68914270401,-1.4480858393828169,10.958634614944458,-0.0,-1.5818481082272702
84.68601727485657,-1.1799332676010177,174.28758430480957,-1.5756743276873793,5.632094860076904,-0.0,-2.083470937143418
21.09540891647339,-0.4917912767719985,173.71018505096436,-1.5040879656245796,11.02357029914856,-0.0,-1.8128694410402169
89.39622521400452,-1.4488334690410891,189.16986441612244,-1.9569937465004723,10.855334281921387,-0.0,-2.221471499714447
89.19178199768066,-1.4289221072938798,168.9618685245514,-1.614979870552357,5.784039497375488,-0.0,-2.485220977881464
100.35351586341858,-1.5172080751708743,172.87917304039001,-1.861199620530774,10.750975131988525,-0.0,-2.178717446311879
89.158376455307,-1.1633301858905432,168.9616904258728,-2.057918740794376,5.632998466491699,-0.0,-2.4309287525335614
